city,county,county_pene_rate,dist_sth,dist_sys_voters_pen,dist_voters_indist_est,dist_voters_indist_rate,distcen_hh_indist,in_district,state,sys_census_hh_pene_rate,sys_census_hh_zip_pene,sys_code,sys_media,sys_name,sys_subscribers,sys_type,system_type,zip_census_hh_in_zip,zip_code,zip_l2_voters_in_zip,zone_int
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12061,19138,21739,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",16795,19139,27356,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19034,19140,34162,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12520,19141,20476,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9923,19142,15402,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",25939,19143,43726,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19575,19144,27986,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19569,19145,27853,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",16783,19146,26336,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",17999,19147,24603,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",20215,19148,27753,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19307,19149,23540,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10028,19150,17197,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12153,19151,19985,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",13220,19152,17357,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5215,19153,7226,6500
Philadelphia,Philadelphia,0.5958521,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12685,19154,19339,6500
Paoli,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2856,19301,4519,6500
Atglen,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",963,19310,1385,6500
Avondale,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2761,19311,4585,6500
Berwyn,Chester,0.8539177,168,54.5599481800557,70,0.008585797,64.2001253073414,Y,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4214,19312,8153,6500
Chadds Ford,Delaware,0.8846644,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4056,19317,7137,6500
Cheyney,Delaware,0.8846644,168,683.558199947293,877,0.9430107,102.8355378460052,Y,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",61,19319,930,6500
Coatesville,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19814,19320,29278,6500
Cochranville,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1899,19330,3141,6500
Devon,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2969,19333,4509,6500
Downingtown,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",17931,19335,30773,6500
Exton,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6895,19341,10580,6500
Glen Mills,Delaware,0.8846644,168,3485.60133831056,4472,0.3508827,5196.23852010661,Y,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8323,19342,12745,6500
Glenmoore,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2909,19343,5397,6500
Honey Brook,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4393,19344,6127,6500
Kennett Square,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8095,19348,13389,6500
Landenberg,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3714,19350,7195,6500
Lincoln University,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2706,19352,7421,6500
Malvern,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9237,19355,17142,6500
Nottingham,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1993,19362,2795,6500
Oxford,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5742,19363,8635,6500
Parkesburg,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2733,19365,3898,6500
Thorndale,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",803,19372,1402,6500
Thornton,Delaware,0.8846644,168,1098.2137632694,1409,0.7407991,1293.428865282482,Y,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",981,19373,1902,6500
Toughkenamon,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",435,19374,356,6500
West Chester,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19734,19380,32860,6500
West Chester,Chester,0.8539177,168,452.847543513052,581,0.01766333,624.542329433644,Y,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19869,19382,32893,6500
West Chester,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",25,19383,2562,6500
West Grove,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5256,19390,7769,6500
Norristown,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15522,19401,19460,6500
Norristown,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",17731,19403,27467,6500
Bridgeport,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2293,19405,2632,6500
King of Prussia,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10080,19406,12973,6500
Blue Bell,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7704,19422,13093,6500
Chester Springs,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4903,19425,9144,6500
Collegeville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12905,19426,23381,6500
Conshohocken,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7958,19428,11474,6500
Frederick,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",119,19435,304,6500
Gwynedd,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",308,19436,433,6500
Harleysville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9201,19438,15340,6500
Hatfield,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7008,19440,11070,6500
Lafayette Hill,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4325,19444,7380,6500
Lansdale,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",22041,19446,34403,6500
Mont Clare,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",734,19453,828,6500
North Wales,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11182,19454,17862,6500
Oaks,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",0,19456,293,6500
Phoenixville,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",16314,19460,25288,6500
Plymouth Meeting,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5828,19462,10029,6500
Pottstown,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",18423,19464,25428,6500
Pottstown,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6666,19465,10626,6500
Royersford,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",10330,19468,15854,6500
Schwenksville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6001,19473,9589,6500
Spring City,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4293,19475,6609,6500
Spring House,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",102,19477,179,6500
Zieglerville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",323,19492,282,6500
Bally,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",447,19503,587,6500
Barto,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1901,19504,3102,6500
Bechtelsville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1454,19505,1949,6500
Bernville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2817,19506,4303,6500
Bethel,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1352,19507,1695,6500
Birdsboro,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6154,19508,8743,6500
Blandon,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2678,19510,4602,6500
Boyertown,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6974,19512,9276,6500
Douglassville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5047,19518,9245,6500
Elverson,Chester,0.8539177,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2343,19520,3846,6500
Fleetwood,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5404,19522,8112,6500
Gilbertsville,Montgomery,0.892579,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5242,19525,9146,6500
Hamburg,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4619,19526,6288,6500
Kempton,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1127,19529,1849,6500
Kutztown,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",5365,19530,7581,6500
Leesport,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2349,19533,3748,6500
Lenhartsville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",788,19534,1301,6500
Mertztown,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1852,19539,2606,6500
Mohnton,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4497,19540,7119,6500
Mohrsville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1630,19541,2774,6500
Morgantown,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2054,19543,3344,6500
Oley,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1688,19547,2739,6500
Robesonia,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1817,19551,2977,6500
Shoemakersville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1443,19555,1984,6500
Temple,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3134,19560,4664,6500
Topton,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",1067,19562,1334,6500
Wernersville,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3422,19565,5247,6500
Womelsdorf,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",2231,19567,2930,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",11519,19601,15025,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6789,19602,8436,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8218,19604,10517,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",7993,19605,11689,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",13361,19606,19809,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",9935,19607,13108,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",8325,19608,14085,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",4092,19609,6039,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6406,19610,10130,6500
Reading,Berks,0.6699231,168,0,0,0,0,N,PA,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",3849,19611,5315,6500
Bear,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",15023,19701,27624,6500
Newark,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19830,19702,32277,6500
Claymont,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6215,19703,9168,6500
Delaware City,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",717,19706,1256,6500
Hockessin,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",6105,19707,12931,6500
Middletown,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12861,19709,28644,6500
Newark,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",19705,19711,30810,6500
Newark,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",12021,19713,18911,6500
Newark,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",88,19716,18,6500
Newark,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",143,19717,88,6500
New Castle,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",21489,19720,37761,6500
Odessa,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",0,19730,300,6500
Port Penn,New Castle,0.9097899,168,0,0,0,0,N,DE,0.7794278,3070650,6500,ComcastInterconnect,Philadelphia Interconnect,2393350,interconnect,"Comcast/Philadelphia Interconnect, PA (6500)",0,19731,150,6500
